"nom_loc","cve_col","nom_col","viviendas_totales","poblacion_total","pctj_mujeres","pctj_hombres","pctj_menores18","pctj_adultos18_59","pctj_60ymas","escolaridad_años_prom","nivel_escolaridad_prom"
"Hermosillo","2603000011981","LOS ARROYOS",1555,4411,"49.3%","50.7%","37.6%","57.7%","4.8%",9.4,"Secundaria"
"Hermosillo","2603000011984","REAL DE QUIROGA SECCION MADRIGAL",181,601,"50.9%","49.1%","35.9%","60.2%","3.8%",14.9,"Preparatoria"
"Hermosillo","2603000011985","PASEO DE LAS MISIONES",140,451,"50.8%","49.2%","32.4%","61.2%","6.4%",15.4,"Licenciatura"
"Hermosillo","2603000011986","LA ENCANTADA",399,1343,"52.8%","47.2%","29.7%","64%","6.3%",15.2,"Licenciatura"
"Hermosillo","2603000011987","LOS SANTOS",135,439,"50.1%","49.9%","35.1%","56.9%","8%",14.7,"Preparatoria"
"Hermosillo","2603000012003","BUROCRATA MUNICIPAL",542,1800,"51.3%","48.7%","27.4%","63.4%","9.2%",10.5,"Secundaria"
"Hermosillo","2603000012005","MALLORCA RESIDENCIAL",982,2947,"50.1%","49.9%","37.1%","59.8%","3.1%",10.4,"Secundaria"
"Hermosillo","2603000012021","AGAVES RESIDENCIAL",268,814,"51.7%","48.3%","36.6%","60.1%","3.3%",13.9,"Preparatoria"
"Hermosillo","2603000012022","QUINTAS DEL SOL RESIDENCIAL",2133,6368,"51.1%","48.9%","39.3%","59.4%","1.3%",11,"Secundaria"
"Hermosillo","2603000012024","VILLA VERDE CERRADA SAN EFRAIN",207,609,"48.1%","51.9%","36%","60.6%","3.4%",9.8,"Secundaria"
"Hermosillo","2603000012064","NUEVA ILUSION",515,1182,"44.6%","55.4%","53.1%","41.5%","5.4%",8.1,"Primaria"
"Hermosillo","2603000012078","CONDOMINIOS INN",52,52,"44.2%","55.8%","15.4%","67.3%","17.3%",15.6,"Licenciatura"
"Hermosillo","2603000012098","OASIS DEL SOL",339,1028,"49.4%","50.6%","38%","59.5%","2.4%",11.2,"Secundaria"
"Hermosillo","2603000012099","PUERTA ESMERALDA",192,604,"52.6%","47.4%","40.9%","58.6%","0.5%",11.4,"Secundaria"
"Hermosillo","2603000012110","URBI ALAMEDA LOS ENCINOS",693,2073,"51.4%","48.6%","31.5%","65.9%","2.6%",14.2,"Preparatoria"
"Hermosillo","2603000012113","LA ANTORCHA",258,568,"47.5%","52.5%","32.7%","56.3%","10.9%",8.2,"Primaria"
"Hermosillo","2603000012155","CERRADA SAN RAFAEL",200,546,"53.1%","46.9%","33.3%","63%","3.7%",14.4,"Preparatoria"
"Hermosillo","2603000012156","OASIS SOLANA",343,918,"49.9%","50.1%","34.4%","64.1%","1.5%",11.6,"Secundaria"
"Hermosillo","2603000012166","VILLA LOURDES",322,855,"53.9%","46.1%","32.2%","61.1%","6.8%",14.7,"Preparatoria"
"Hermosillo","2603000012167","GENOVA RESIDENCIAL",42,111,"49.5%","50.5%","35.1%","59.5%","5.4%",15.2,"Licenciatura"
"Hermosillo","2603000012168","CASA ALTA RDCIAL",250,402,"48%","52%","42%","55.2%","2.7%",9.5,"Secundaria"
"Hermosillo","2603000012169","PASEOS DEL PEDREGAL",477,1384,"49.6%","50.4%","40.4%","56.9%","2.7%",9.6,"Secundaria"
"Hermosillo","2603000012170","TIERRA NUEVA",1664,4951,"48.6%","51.4%","39.7%","57.1%","3.2%",9.2,"Secundaria"
"Hermosillo","2603000012171","LOS PINOS RDCIAL",1293,3887,"49.2%","50.8%","40%","58%","2%",10.2,"Secundaria"
"Hermosillo","2603000012172","PRIVADAS DEL SAUCE",226,684,"49%","51%","35.2%","62.9%","1.9%",12.2,"Secundaria"
"Hermosillo","2603000012174","ANDALUCIA",40,127,"51.2%","48.8%","24.4%","70.1%","5.5%",15.4,"Licenciatura"
"Hermosillo","2603000012176","PUERTA REAL",7175,19748,"49.8%","50.2%","35.9%","61.3%","2.9%",13,"Preparatoria"
"Hermosillo","2603000012178","MILAN",112,351,"52.1%","47.9%","30.8%","62.4%","6.8%",14.5,"Preparatoria"
"Hermosillo","2603000012194","TIERRA COLORADA",380,1110,"51.9%","48.1%","36.3%","62%","1.7%",12.8,"Secundaria"
"Hermosillo","2603000012196","VILLAS DEL SUR",2535,8309,"49.7%","50.3%","38.5%","58.6%","2.9%",10.7,"Secundaria"
"Hermosillo","2603000012200","TULIPANES RESIDENCIAL",267,759,"52.8%","47.2%","36.5%","60.2%","3.3%",13.3,"Preparatoria"
"Hermosillo","2603000012224","LOMAS PLUS",132,380,"48.4%","51.6%","24.2%","69.5%","6.3%",13.4,"Preparatoria"
"Hermosillo","2603000012225","URBI ALAMEDA LOS ENCINOS II",659,2111,"51%","49%","34%","63.1%","2.8%",14.6,"Preparatoria"
"Hermosillo","2603000012226","PRIVADA PARQUE ALAMEDA",0,0,NA,NA,NA,NA,NA,NA,NA
"Hermosillo","2603000012233","LA RIOJA",343,1216,"50.3%","49.7%","34.1%","61.2%","4.7%",14.5,"Preparatoria"
"Hermosillo","2603000012234","EL CONQUISTADOR",430,1232,"51.1%","48.9%","31.5%","64.2%","4.3%",15.3,"Licenciatura"
"Hermosillo","2603000012238","TERRA BLANCA",83,297,"52.5%","47.5%","30.6%","56.9%","12.5%",14.7,"Preparatoria"
"Hermosillo","2603000012242","SALVATIERRA RESIDENCIAL",218,696,"53%","47%","29.9%","59.8%","10.3%",14.8,"Preparatoria"
"Hermosillo","2603000012244","COMPOSTELA RESIDENCIAL",87,350,"50.6%","49.4%","33.1%","62.3%","4.6%",14.6,"Preparatoria"
"Hermosillo","2603000012246","SAN ANDRES RESIDENCIAL",17,63,"57.1%","42.9%","36.5%","63.5%","0%",14.8,"Preparatoria"
"Hermosillo","2603000012252","LOS POETAS",137,396,"53.3%","46.7%","30.3%","63.4%","6.3%",9.9,"Secundaria"
"Hermosillo","2603000012253","URBI VILLA DEL CEDRO",1689,4701,"51.1%","48.9%","36.2%","61.4%","2.5%",12.9,"Secundaria"
"Hermosillo","2603000012255","CORDOBA RDCIAL",80,207,"51.2%","48.8%","41.1%","58.9%","0%",11,"Secundaria"
"Hermosillo","2603000012266","VISTA REAL",533,1607,"49.8%","50.2%","39.1%","59.7%","1.1%",10.6,"Secundaria"
"Hermosillo","2603000012286","OASIS PALMEIRA",308,896,"52.2%","47.8%","39.4%","59%","1.6%",12.5,"Secundaria"
"Hermosillo","2603000012287","JARDINES DE MONACO",137,446,"50.9%","49.1%","32.1%","65.2%","2.7%",15,"Licenciatura"
"Hermosillo","2603000012291","GUAYACAN",272,682,"46.8%","53.2%","32.6%","59.4%","8.1%",7.6,"Primaria"
"Hermosillo","2603000012294","LOMAS DEL NORTE",286,1005,"51.1%","48.9%","39.1%","55.3%","5.6%",8.9,"Primaria"
"Hermosillo","2603000012295","LA CAMPIÑA",273,810,"49.7%","50.3%","35.1%","59%","5.9%",13,"Preparatoria"
"Hermosillo","2603000012299","PARADA CANO",165,466,"51.9%","48.1%","22.7%","63.9%","13.3%",11.8,"Secundaria"
"Hermosillo","2603000012308","FLORESTA SECCION CIPRES",234,811,"50.6%","49.4%","39.6%","58.9%","1.5%",10.4,"Secundaria"
"Hermosillo","2603000012316","PORTAL DEL LAGO",89,220,"51.4%","48.6%","33.2%","65%","1.8%",15.3,"Licenciatura"
"Hermosillo","2603000012323","LAS PEREDAS (GABY PEREDA I)",472,1385,"49.5%","50.5%","42.4%","52.1%","5.5%",8.1,"Primaria"
"Hermosillo","2603000012325","LAS TRES REYNAS",435,1088,"47.4%","52.6%","38.2%","56.5%","5.2%",7.7,"Primaria"
"Hermosillo","2603000012326","BANUS",613,1660,"51.5%","48.5%","26.3%","67.8%","6%",15.2,"Licenciatura"
"Hermosillo","2603000012330","QUINTAEMILIA",14,44,"64.3%","35.7%","18.2%","72.7%","9.1%",15.8,"Licenciatura"
"Hermosillo","2603000012333","CALISTOGA",3,15,"46.7%","53.3%","26.7%","73.3%","0%",14.5,"Preparatoria"
"Hermosillo","2603000012355","PUERTA DE HIERRO",16,39,"36.4%","63.6%","76.9%","15.4%","7.7%",15.2,"Licenciatura"
"Hermosillo","2603000012361","SAN MARCOS",935,2657,"51.6%","48.4%","34.4%","63.6%","2%",14.5,"Preparatoria"
"Hermosillo","2603000012363","LUIS DONALDO COLOSIO",282,800,"47.9%","52.1%","35%","58.6%","6.4%",9.7,"Secundaria"
"Hermosillo","2603000012365","URBI ALAMEDA LOS FRESNOS RDCIAL",335,972,"50.3%","49.7%","35.8%","61.3%","2.9%",14.6,"Preparatoria"
"Hermosillo","2603000012366","ALTARIA RESIDENCIAL",616,1267,"50.9%","49.1%","32.4%","65.7%","1.9%",15.2,"Licenciatura"
"Hermosillo","2603000012368","LA COSECHA NORTE",15,21,"45.5%","54.5%","47.6%","33.3%","19%",5.9,"Primaria no aprobada/terminada"
"Hermosillo","2603000012370","MURANO RESIDENCIAL",13,14,"54.5%","45.5%","35.7%","64.3%","0%",18.1,"Posgrado"
"Hermosillo","2603000012371","UNION DE LADRILLEROS",146,470,"49.4%","50.6%","31.3%","62.1%","6.6%",10,"Secundaria"
"Hermosillo","2603000016228","OPATAS",162,488,"50.5%","49.5%","36.3%","60.7%","3.1%",12.1,"Secundaria"
"Hermosillo","2603000016229","SOL AGUILAR (EL TRIUNFO)",254,883,"48.5%","51.5%","32.8%","61.2%","6%",9.2,"Secundaria"
"Hermosillo","2603000016231","PALO FIERRO",439,1269,"48.5%","51.5%","37.3%","59%","3.7%",10.1,"Secundaria"
"Hermosillo","2603000016238","EL MIRADOR",456,1609,"48.9%","51.1%","36.1%","56.1%","7.8%",8.8,"Primaria"
"Hermosillo","2603000016242","QUINTA LA PALOMA",20,72,"48.3%","51.7%","41.7%","41.7%","16.7%",14,"Preparatoria"
"Hermosillo","2603000016243","BICENTENARIO",1234,3604,"50.1%","49.9%","39.4%","59.4%","1.2%",10.4,"Secundaria"
"Hermosillo","2603000016250","LA CAÑADA PRIVADA RESIDENCIAL",13,40,"47.6%","52.4%","67.5%","32.5%","0%",13.7,"Preparatoria"
"Hermosillo","2603000016251","DEL PEDREGAL PRIVADAS RESIDENCIALES",25,82,"47.6%","52.4%","22%","57.3%","20.7%",15.7,"Licenciatura"
"Hermosillo","2603000016252","VALLE DE ARANDAS",138,351,"50.9%","49.1%","37.3%","61.8%","0.9%",15.9,"Licenciatura"
"Hermosillo","2603000016255","BUENA VISTA SECC BONITA",198,545,"49.4%","50.6%","38.2%","60.4%","1.5%",14.6,"Preparatoria"
"Hermosillo","2603000016258","PUEBLITOS SECC GUARIJIOS",151,422,"50.7%","49.3%","32%","64.2%","3.8%",11.7,"Secundaria"
"Hermosillo","2603000016259","PUEBLITOS SECC KUKAPA",173,528,"51.7%","48.3%","30.1%","65.7%","4.2%",11.9,"Secundaria"
"Hermosillo","2603000016260","PUEBLITOS SECC KIKAPU",144,363,"46%","54%","31.7%","59.5%","8.8%",13,"Preparatoria"
"Hermosillo","2603000016261","PUEBLITOS SECC PAPAGOS",170,487,"49.3%","50.7%","35.3%","58.7%","6%",11.6,"Secundaria"
"Hermosillo","2603000016262","PUEBLITOS SECC PIMAS",130,338,"50.6%","49.4%","32%","62.7%","5.3%",12.2,"Secundaria"
"Hermosillo","2603000016263","TORRE DE PLATA",181,587,"50.4%","49.6%","34.2%","59.5%","6.3%",14.1,"Preparatoria"
"Hermosillo","2603000016265","BUENA VISTA SECCION AMANECER",280,766,"49.6%","50.4%","36.9%","63.1%","0%",14.6,"Preparatoria"
"Hermosillo","2603000016266","LADRILLERAS",880,2863,"48%","52%","31.4%","61.4%","7.2%",9.4,"Secundaria"
"Hermosillo","2603000016288","4 DE MARZO",421,1383,"49.2%","50.8%","32.8%","61.9%","5.4%",9.3,"Secundaria"
"Hermosillo","2603000016289","RESIDENCIAL LA CIMA",172,513,"52.4%","47.6%","33.3%","64.7%","1.9%",14.9,"Preparatoria"
"Hermosillo","2603000016290","MARTIN VALENCIA",20,61,"45.9%","54.1%","36.1%","50.8%","13.1%",9.5,"Secundaria"
"Hermosillo","2603000016291","STANZA SOLARE",520,1210,"50%","50%","28.5%","70.5%","1%",15.5,"Licenciatura"
"Hermosillo","2603000016293","HIPICO",179,568,"51.4%","48.6%","34.5%","61.1%","4.4%",15.3,"Licenciatura"
"Hermosillo","2603000016298","MISION DE ANDALUCIA",99,257,"54.1%","45.9%","31.1%","65.4%","3.5%",15.5,"Licenciatura"
"Hermosillo","2603000016304","CORCELES",362,1125,"52.9%","47.1%","30.4%","62.8%","6.8%",15.3,"Licenciatura"
"Hermosillo","2603000016305","CORCELES SECC ALTER REAL",438,1311,"51.2%","48.8%","33%","60.4%","6.6%",15,"Licenciatura"
"Hermosillo","2603000016306","CORCELES SECC ARDENES",267,647,"51.3%","48.7%","30.6%","60.6%","8.8%",15.9,"Licenciatura"
"Hermosillo","2603000016308","OBISPOS",51,142,"52.2%","47.8%","31.7%","64.8%","3.5%",14.5,"Preparatoria"
"Hermosillo","2603000016323","HACIENDAS DEL SUR",1717,4242,"49.6%","50.4%","38%","60.3%","1.7%",11.1,"Secundaria"
"Hermosillo","2603000016327","LAS PROVINCIAS",715,1885,"52%","48%","33.3%","65.4%","1.4%",15.8,"Licenciatura"
"Hermosillo","2603000016328","AMPLIACIN 4 DE MARZO",204,781,"51%","49%","39.1%","54.8%","6.1%",8.2,"Primaria"
"Hermosillo","2603000016329","CATAVIÑA RESIDENCIAL",69,201,"50.2%","49.8%","29.9%","62.7%","7.5%",15.1,"Licenciatura"
"Hermosillo","2603000016335","VILLA VERDE CERRADA SAN VICENTE",261,715,"47.6%","52.4%","40.4%","56.8%","2.8%",9.5,"Secundaria"
"Hermosillo","2603000016336","FUENTE DE PIEDRA",1389,4520,"48.8%","51.2%","40.2%","58.1%","1.7%",9.7,"Secundaria"
"Hermosillo","2603000016339","ANTARA RESIDENCIAL",31,91,"57.5%","42.5%","27.5%","59.3%","13.2%",14.2,"Preparatoria"
"Hermosillo","2603000016340","REAL DEL LLANO",533,1339,"49.4%","50.6%","29.1%","62.5%","8.4%",13.3,"Preparatoria"
"Hermosillo","2603000016341","FRACCIONAMIENTO CASA REAL",263,695,"50.5%","49.5%","35.8%","57.7%","6.5%",9.8,"Secundaria"
"Hermosillo","2603000016342","VILLAS DEL PRADO",1365,3834,"50.7%","49.3%","38.6%","58.2%","3.2%",9.9,"Secundaria"
"Hermosillo","2603000016358","CALIFORNIA PRIVADA MONTEBELLO",1541,3516,"50.1%","49.9%","36.3%","62%","1.6%",13.7,"Preparatoria"
"Hermosillo","2603000016359","MONTEROSA RESIDENCIAL",470,1487,"52.2%","47.8%","31%","62.2%","6.8%",15.4,"Licenciatura"
"Hermosillo","2603000016365","PUERTA DEL REY SECCION ALTADENA",702,2162,"50.9%","49.1%","41.4%","58.2%","0.5%",10.2,"Secundaria"
"Hermosillo","2603000016367","PILARES PORTAL",24,80,"43.8%","56.2%","33.8%","61.2%","5%",8.2,"Primaria"
"Hermosillo","2603000016375","VALLADOLID",53,145,"54.5%","45.5%","40%","60%","0%",13.5,"Preparatoria"
"Hermosillo","2603000016377","BONANZA",26,57,"45.2%","54.8%","42.1%","57.9%","0%",12.8,"Secundaria"
"Hermosillo","2603000016387","AMPLIACION ALCATRACES",82,256,"48%","52%","56.2%","39.5%","4.3%",7.6,"Primaria"
"Hermosillo","2603000016388","ARANDANOS SECCION VILLA HERMOSA",42,123,"52.8%","47.2%","34.1%","61.8%","4.1%",11.5,"Secundaria"
"Hermosillo","2603000016391","VERSALLES",152,516,"51.2%","48.8%","26.7%","65.5%","7.8%",15.1,"Licenciatura"
"Hermosillo","2603000016405","FIRENZE RESIDENCIAL",129,436,"50.5%","49.5%","34.9%","59.6%","5.5%",15.2,"Licenciatura"
"Hermosillo","2603000016406","SAN RAFAEL",17,44,"45.5%","54.5%","29.5%","70.5%","0%",15.2,"Licenciatura"
"Hermosillo","2603000016407","VILLA SAUCES RESIDENCIAL",91,269,"46.5%","53.5%","34.9%","61.3%","3.7%",14.1,"Preparatoria"
"Hermosillo","2603000016410","FRACCIONAMIENTO OASIS SOLERA",188,504,"49.6%","50.4%","37.9%","60.3%","1.8%",12.4,"Secundaria"
"Hermosillo","2603000016411","FRACCIONAMIENTO OASIS SANTA FE",121,269,"50.2%","49.8%","28.6%","66.2%","5.2%",14.4,"Preparatoria"
"Hermosillo","2603000016415","PORTAL DEL PITIC",139,438,"50.2%","49.8%","28.8%","65.5%","5.7%",14.3,"Preparatoria"
"Hermosillo","2603000016416","AZORES RESIDENCIAL",125,168,"53.1%","46.9%","38.7%","59.5%","1.8%",14.4,"Preparatoria"
"Hermosillo","2603000016417","ARGANGEL RESIDENCIAL",98,306,"52.6%","47.4%","36.9%","58.5%","4.6%",14,"Preparatoria"
"Hermosillo","2603000016418","SANTA ENGRACIA PRIVADA RESIDENCIAL",4,19,"52.6%","47.4%","42.1%","57.9%","0%",13.8,"Preparatoria"
"Hermosillo","2603000016419","SAN CARLOS RESIDENCIAL",39,104,"51.9%","48.1%","45.2%","51%","3.8%",14.6,"Preparatoria"
"Hermosillo","2603000016420","PASEO REAL RESIDENCIAL",568,1688,"50.8%","49.2%","36.3%","60.6%","3.1%",14.1,"Preparatoria"
"Hermosillo","2603000016421","SOLEIL RESIDENCIAL",559,1513,"51.4%","48.6%","34.8%","62.5%","2.7%",14.7,"Preparatoria"
"Hermosillo","2603000016430","RIVELLO RESIDENCIAL",604,1507,"50.7%","49.3%","32.2%","64.8%","2.9%",15.9,"Licenciatura"
"Hermosillo","2603000016431","REAL DE SEVILLA",486,1335,"50%","50%","30.6%","62.6%","6.8%",15.1,"Licenciatura"
"Hermosillo","2603000016433","MONTALBAN RESIDENCIAL",149,390,"52.1%","47.9%","40%","59.2%","0.8%",11,"Secundaria"
"Hermosillo","2603000016434","CAMPO GRANDE",705,2034,"50.1%","49.9%","32.3%","65.4%","2.3%",15.5,"Licenciatura"
"Hermosillo","2603000016437","VERONA RESIDENCIAL",67,215,"53%","47%","37.7%","60.9%","1.4%",15.2,"Licenciatura"
"Hermosillo","2603000016439","LA CIMA II",179,497,"51.7%","48.3%","28%","67.2%","4.8%",14.8,"Preparatoria"
"Hermosillo","2603000016441","LA JOLLA SECCION VILLA DE LOS DIAMANTES",9,23,"58.8%","41.2%","34.8%","65.2%","0%",12.9,"Secundaria"
"Hermosillo","2603000016442","LA JOLLA SECCION VILLA TURQUESA",290,820,"48.8%","51.2%","39.4%","56.5%","4.1%",12.1,"Secundaria"
"Hermosillo","2603000016443","MONTEREAL",183,486,"50.8%","49.2%","36%","64%","0%",13.1,"Preparatoria"
"Hermosillo","2603000016445","GRANJA GUADALUPE",14,29,"48.3%","51.7%","24.1%","75.9%","0%",14.9,"Preparatoria"
"Hermosillo","2603000016446","LAS PLACITAS",13,27,"50%","50%","55.6%","29.6%","14.8%",9.3,"Secundaria"
"Hermosillo","2603000016447","ALEGRANZA RESIDENCIAL",514,1326,"49.5%","50.5%","33%","63.6%","3.5%",13.7,"Preparatoria"
"Hermosillo","2603000016448","SIERRA BONITA",636,2020,"49.1%","50.9%","35.2%","59%","5.8%",9.4,"Secundaria"
"Hermosillo","2603000016449","MESAVERDE",90,216,"53.2%","46.8%","31%","69%","0%",13.4,"Preparatoria"
"Hermosillo","2603000016451","VILLA MERCEDES",425,1339,"49.4%","50.6%","39.1%","58.2%","2.8%",10.5,"Secundaria"
"Hermosillo","2603000016458","SAN JUDAS TADEO",25,85,"54.1%","45.9%","25.9%","62.4%","11.8%",8.6,"Primaria"
"Hermosillo","2603000016466","NATURA",545,1256,"48.4%","51.6%","38.3%","61.7%","0%",11.2,"Secundaria"
"Hermosillo","2603000016467","CANTERAS RESIDENCIAL",157,380,"51.3%","48.7%","37.4%","61.6%","1.1%",10.4,"Secundaria"
"Hermosillo","2603000016468","PASEO DEL CID RESIDENCIAL",96,142,"52.8%","47.2%","26.1%","73.9%","0%",15.1,"Licenciatura"
"Hermosillo","2603000016469","VELAS",37,46,"55%","45%","34.8%","65.2%","0%",15.7,"Licenciatura"
"Hermosillo","2603000016470","VILLAS MONTECARLO",117,375,"50.6%","49.4%","31.5%","63.2%","5.3%",14.6,"Preparatoria"
"Hermosillo","2603000016472","PARQUE CENTRAL",826,2288,"50.1%","49.9%","39.9%","58.9%","1.2%",10.2,"Secundaria"
"Hermosillo","2603000016473","ACACIAS RESIDENCIAL",251,388,"50.7%","49.3%","31.7%","64.9%","3.4%",13.8,"Preparatoria"
"Hermosillo","2603000016474","CALIFORNIA PRIVADA SANTA MONICA",278,634,"48.3%","51.7%","40.5%","57.1%","2.4%",14.2,"Preparatoria"
"Hermosillo","2603000016475","CALIFORNIA ETAPA V",663,1333,"50.6%","49.4%","33.4%","65.4%","1.2%",13.3,"Preparatoria"
"Hermosillo","2603000016476","TOPACIO RESIDENCIAL",206,607,"50.7%","49.3%","31.6%","67.7%","0.7%",15.1,"Licenciatura"
"Hermosillo","2603000016477","PRIVADA SACRAMENTO",94,283,"52.2%","47.8%","30.7%","65.4%","3.9%",14.1,"Preparatoria"
"Hermosillo","2603000016479","GALA III",438,1236,"50.1%","49.9%","34.4%","64.7%","0.9%",10.6,"Secundaria"
"Hermosillo","2603000016481","CARDENO RESIDENCIAL",79,215,"54.5%","45.5%","36.3%","58.1%","5.6%",15.3,"Licenciatura"
"Hermosillo","2603000016482","SANTA ANITA RESIDENCIAL",133,328,"50.8%","49.2%","39.6%","60.4%","0%",14.3,"Preparatoria"
"Hermosillo","2603000016497","ALONDRAS RESIDENCIAL",68,148,"54.1%","45.9%","26.4%","73.6%","0%",15.5,"Licenciatura"
"Hermosillo","2603000016498","STANZA FLORENZA RESIDENCIAL",382,678,"51.2%","48.8%","27.4%","68.9%","3.7%",13.3,"Preparatoria"
"Hermosillo","2603000016501","QUINTA ESMERALDA",638,1417,"50.2%","49.8%","39.3%","59.8%","0.9%",11.4,"Secundaria"
"Hermosillo","2603000016504","REAL DE TOLEDO",188,458,"49%","51%","36%","60.9%","3.1%",15.3,"Licenciatura"
"Hermosillo","2603000016505","BARCELONA RESIDENCIAL",42,78,"55.3%","44.7%","19.2%","73.1%","7.7%",15.4,"Licenciatura"
"Hermosillo","2603000016506","BADALONA",95,209,"51.2%","48.8%","25.4%","70.3%","4.3%",12.6,"Secundaria"
"Hermosillo","2603000016526","PRIVADAS DEL REY",278,808,"49.1%","50.9%","40.6%","58.9%","0.5%",10.6,"Secundaria"
"Hermosillo","2603000016527","SIENA RESIDENCIAL",233,438,"51.1%","48.9%","30.1%","66.4%","3.4%",15.9,"Licenciatura"
"Hermosillo","2603000016536","PROYECTO RIO SONORA",67,189,"42.5%","57.5%","29.1%","63.5%","7.4%",9.3,"Secundaria"
"Hermosillo","2603000016546","RESIDENCIAL REAL DE CASTILLA",143,316,"52.1%","47.9%","35.4%","62%","2.5%",15.1,"Licenciatura"
"Hermosillo","2603000016551","SAN FRANCISCO VALLE RESIDENCIAL",100,61,"50.8%","49.2%","23%","77%","0%",16,"Licenciatura"
"Hermosillo","2603000016560","TORRALBA RESIDENCIAL",193,201,"46.1%","53.9%","29.4%","70.6%","0%",15.1,"Licenciatura"
"Hermosillo","2603000016562","PRIVADAS SANTA CLARA",406,279,"49.8%","50.2%","32.6%","67.4%","0%",11.6,"Secundaria"
"Hermosillo","2603000016563","IBIZA",3,8,NA,NA,NA,NA,NA,NA,NA
"Hermosillo","2603000016564","RESIDENCIAL LA RIOJA NORTE",107,355,"49.3%","50.7%","32.7%","67.3%","0%",15.1,"Licenciatura"
"Hermosillo","2603000016565","ALTAFIRENZE RESIDENCIAL",125,315,"51.4%","48.6%","34.9%","61%","4.1%",14.9,"Preparatoria"
"Hermosillo","2603000016568","SEDONA RESIDENCIAL",34,17,"46.2%","53.8%","41.2%","58.8%","0%",15.3,"Licenciatura"
"Hermosillo","2603000016569","ALTA MONACO",7,10,"40%","60%","40%","60%","0%",18.7,"Posgrado"
"Hermosillo","2603000016571","EL SECRETO",171,196,"51%","49%","30.6%","63.8%","5.6%",16,"Licenciatura"
"Hermosillo","2603000016572","LA CORUÑA SECCION PRIVADA ORZAN",109,203,"48.9%","51.1%","40.4%","59.6%","0%",14.8,"Preparatoria"
"Hermosillo","2603000016578","AUREA RESIDENCIAL",186,320,"50.6%","49.4%","38.8%","57.2%","4.1%",14.9,"Preparatoria"
"Hermosillo","2603000016580","SANTA CRUZ",0,0,NA,NA,NA,NA,NA,NA,NA
"Hermosillo","2603000016581","DALI",27,90,"46.7%","53.3%","34.4%","52.2%","13.3%",14.7,"Preparatoria"
"Hermosillo","2603000016582","TORRE DE PIEDRA",61,14,"50%","50%","35.7%","64.3%","0%",10.7,"Secundaria"
"Hermosillo","2603000016583","PROYECTO VILLAS DEL COLORADO",129,216,"43.1%","56.9%","47.2%","47.2%","5.6%",7.7,"Primaria"
"Hermosillo","2603000016600","CERRADA VISTA AZUL",48,44,"59.1%","40.9%","29.5%","70.5%","0%",15.6,"Licenciatura"
"Hermosillo","2603000016601","CONCORDIA RESIDNCIAL",4,0,NA,NA,NA,NA,NA,NA,NA
"Hermosillo","2603000016607","RENACERES RESIDENCIAL",64,28,"60.7%","39.3%","35.7%","64.3%","0%",13.6,"Preparatoria"
"Hermosillo","2603000016608","COLINAS DE SAN JAVIER",14,57,"57.1%","42.9%","57.9%","42.1%","0%",15.3,"Licenciatura"
"Hermosillo","2603000016611","CARDENO ETAPA CELESTE II",82,82,"52.6%","47.4%","29.3%","64.6%","6.1%",14.5,"Preparatoria"
"Hermosillo","2603000016620","BILBAO",107,22,"43.8%","56.2%","54.5%","45.5%","0%",13.8,"Preparatoria"
"Hermosillo","2603000016621","TIERRA Y LIBERTAD",40,25,"0%","100%","48%","16%","36%",3.7,"Primaria no aprobada/terminada"
"Hermosillo","2603000016623","CASTELINA",85,101,"44.6%","55.4%","40.6%","59.4%","0%",11.4,"Secundaria"
"Hermosillo","2603000016626","EL ALAMO RESIDENCIAL",14,22,"42.9%","57.1%","54.5%","45.5%","0%",13.6,"Preparatoria"
"Hermosillo","2603000016638","SALAMANCA",49,0,NA,NA,NA,NA,NA,NA,NA
"Hermosillo","2603000016639","CORSICA",148,326,"51.2%","48.8%","32.5%","67.5%","0%",15.2,"Licenciatura"
"Hermosillo","2603000016640","VENTURA CLUB RESIDENCIAL",51,136,"48.7%","51.3%","33.8%","55.1%","11%",15.3,"Licenciatura"
"Hermosillo","2603000016731","PITIC",961,2659,"53.4%","46.6%","18.5%","50.6%","30.9%",14.7,"Preparatoria"
"Hermosillo","2603000016735","ALTA FIRENZE NORTE RESIDENCIAL",68,77,"50.6%","49.4%","28.6%","71.4%","0%",14.9,"Preparatoria"
"Hermosillo","2603000016740","PRIVADAS DE MIRADOR II",201,563,"49.9%","50.1%","30.4%","65.7%","3.9%",12.2,"Secundaria"
"Hermosillo","2603000016741","SANTA BARBARA DE LA MISION",140,459,"49.8%","50.2%","35.3%","61.2%","3.5%",15,"Licenciatura"
"Hermosillo","2603000016742","SANTA BARBARA DE LA BASILICA",111,355,"53.2%","46.8%","29.9%","65.4%","4.8%",14.5,"Preparatoria"
"Hermosillo","2603000016743","SANTA BARBARA DEL MIRADOR",229,619,"49.8%","50.2%","32.1%","63%","4.8%",13.7,"Preparatoria"
"Hermosillo","2603000016745","LA CORUÑA SECCION  PRIVADA ALMAR",0,0,NA,NA,NA,NA,NA,NA,NA
